unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,room_Bathroom,room_Bedroom,room_Dining room,room_Living room,room_Office,view_By yourself,view_Coworkers/Classmates,view_Family members,view_Friends,view_Strangers,season_Fall,season_Spring,season_Summer,season_Winter
53.0,The Water Lily Pond,-0.15796957432866957,"Wistful, nostalgic, contemplative, amazed",-0.5180793304285297,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.4655009321838974,-1.0396089481843784,-0.07962672349016471,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",Berries and cucumbers,"Fast, light, arpeggiated piano",1,1,1,1,1,1,0,1,1,0,0,1,1,0
54.0,The Persistence of Memory,0.3144627974953894,"This painting makes me feel a little conflicted.  At the foreground of the painting the setting is quite dark.  On the other hand, the background seems kind of peaceful as opposed to the bleak foreground.  The contrast seems both unsettling and calming in a sense. ",0.201654066502202,-0.3213918463765434,0.24121744547650806,1.112048637060993,1.6546549632577368,1.20246614393,-0.07961005713629761,Office,By yourself,Spring,"If this painting was a food, I guess it would be dark chocolate.  At first time looking at this painting it seems kind of bleak and unsettling.  The same way that dark chocolate isn't always the best tasting when you first try it.  However, the more you look at it, the more you acquire a calm appreciation for it, like how dark chocolate becomes enjoyable over time. ","I would imagine it being an alternative rock playlist, something that is calm and reflective but with a strong emotional complexity.  Something that carries a relaxing melody with more uneasy and reflective lyrics. ",0,0,0,0,1,1,0,0,0,0,0,1,0,0
54.0,The Starry Night,1.2593275411435074,"This painting makes me feel a combination of chaos and melancholy.  It has elements which evoke a sense of calm as well as elements that bring a sense of stress and tension for what is to  come.   Overall, it feels like a balance between anxiety and sadness.",0.9213874634329337,-1.0915844496574743,0.24121744547650806,1.112048637060993,2.0510396402823496,4.191899600082505,-0.07959153896533416,Bedroom,By yourself,Winter,"If this painting were a food, it would be hot honey. At first, it tastes familiar and sweet, but it quickly delivers an unexpected kick. This reflects how the painting initially feels calm, yet reveals a strong sense of chaos and emotional intensity the longer you look at it.","I imagine that the soundtrack would be a rock-opera style soundtrack which switches between soft calm, moments and loud chaotic moments.  The soundtrack would be emotionally intense in some moments and calm and reflective in others. ",0,1,0,0,0,1,0,0,0,0,0,0,0,1
54.0,The Water Lily Pond,0.3144627974953894,This painting makes me feel calm and upbeat.  It has a very calm setting with many bright and vibrant colours. This painting makes me feel very peaceful and at ease. ,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,2.0510396402823496,1.9498245079681262,-0.0796007980508159,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself",Summer,"If this painting was a food it would be freshly baked cookies.  Like cookies, this painting is evokes calm, peaceful and positive feelings, the same way cookies do as a regular comfort food.  ","If this painting had a soundtrack, it would be calm and peaceful, something you could sit back and listen to. It would have an upbeat but gentle feel similar to easygoing rock or light pop music that creates a positive mood.",0,1,1,1,1,1,1,1,1,0,0,0,1,0
55.0,The Persistence of Memory,0.3144627974953894,Makes me feel like I'm relaxed and it's time to sleep. ,0.9213874634329337,-1.0915844496574743,1.046475683858284,0.41467981886666927,-0.32726842186532884,0.4551077798918739,-0.07962764939871289,Bathroom,Strangers,Fall,mac and cheese,ticks and drums,1,0,0,0,0,0,0,0,0,1,1,0,0,0
55.0,The Starry Night,1.2593275411435074,dreamy and flowy,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.0796285567890901,"Living room,Dining room","Friends,Family members",Winter,salad,strings that are very emotionally powerful and sad,0,0,1,1,0,0,0,1,1,0,0,0,0,1
55.0,The Water Lily Pond,1.7317599129675663,very happy and relaxed,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-1.120037775914555,-1.0396089481843784,-0.07962853827091913,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,cake,the piano and it's a nice soft tune ,0,1,1,1,1,1,1,1,1,1,0,1,0,0
56.0,The Persistence of Memory,1.2593275411435074,"It makes me feel kind of uncomfortable but also interested. Everything feels off in a weird way, like things are not normal, and that makes me slightly uneasy but curious at the same time. Makes me think about my life ",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,0.06911625515928428,1.20246614393,-0.014814976935189498,Office,By yourself,Summer,Cottage cheese ,"Slow, quiet music with a slightly eerie haunting feeling. It feels stretched out and uncomfortable, like something is a bit off. Uncanny valley.",0,0,0,0,1,1,0,0,0,0,0,0,1,0
56.0,The Starry Night,0.3144627974953894,"It makes me feel emotional but in a good way. There’s a lot going on, but it still feels kind of comforting and familiar. Feels like when you’re looking at the sky when you can’t sleep.",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.4655009321838974,1.20246614393,0.012962279509984029,"Bedroom,Living room","Friends,Strangers",Winter,Blueberry cheesecake ,"Interstellar soundtrack. Something powerful. Emotional music that builds and falls, with a lot of movement and energy. It feels intense but also kind of comforting. Definitely something dramatic. ",0,1,0,1,0,0,0,0,1,1,0,0,0,1
56.0,The Water Lily Pond,-1.5752666898008465,"It makes me feel calm and relaxed, like taking a break from everything. Nothing feels rushed, and it’s easy to just sit and look at it.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-1.0396089481843784,-0.042592233380363026,"Bedroom,Living room","Family members,By yourself",Spring,Herbal tea ,"Some kind of peaceful piano or violin music. Very soft, slow music that’s calming and peaceful. Something that helps you relax.",0,1,0,1,0,1,0,1,0,0,0,1,0,0
57.0,The Persistence of Memory,-0.6304019461527285,"the painting has an eerie and/or melancholic ambiance to it. The droopiness of the clocks makes me feel as though time is slipping through my fingers, that no matter how hard we try to control it (hang it, set it down or aside) it will inevitably slip through my hands. Ultimately reminding me that time is fluid and uncontrollable. The silence and calmness of the background, the still water contrasts the clocks and makes it seem like time has stopped moving. Its difficult to describe, but I the distorted nature of the objects paired with the eerie calm invokes an existential feeling, almost sad, but not quite. ",0.9213874634329337,-1.0915844496574743,1.046475683858284,1.8094174552553168,0.4655009321838974,0.8287869619109369,-0.07962672349016471,"Office,Living room","Friends,Family members,By yourself",Summer,like an undercooked egg. ,"Something eerie to create an atmospheric tension. Maybe some deep humming in the back, with some slow metallic distortions. even more subtly, there could be some frantic sounds underneath it all, a faint skittering to emphasize the anxiety induced by the feeling of emptiness. But I'd want to, above all else, emphasize the silent calm so maybe the track could be very low volume for most of it and transition between the loud and quiet. ",0,0,0,1,1,1,0,1,1,0,0,0,1,0
57.0,The Starry Night,0.3144627974953894,"This piece makes me feel a sense of wonder. The ""starry skies"" feel like a cosmic storm, some other awe-inspiring event. But the perspective, behind away from the town, on some hill alone also invokes a sense of solitude and loneliness. ",0.9213874634329337,1.2189933601853182,0.24121744547650806,0.41467981886666927,-0.32726842186532884,-0.29225058414625227,-0.07962579758161654,"Office,Living room","Friends,Family members,By yourself","Summer,Winter",Like a blue ice cream. Maybe some gelato or soft serve to emphasize the swirls. ,Some orchestral beat to that begins low and slowly gains tempo of volume. ,0,0,0,1,1,1,0,1,1,0,0,0,1,1
57.0,The Water Lily Pond,-1.5752666898008465,"Makes me feel very calm, like a meditative piece. A sense of serenity. ",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.07962690867187434,"Bedroom,Living room","Friends,Family members,By yourself","Spring,Summer","some fruit, like a watermelon. ",A meditative soundtrack. Like a solo harp or piano.,0,1,0,1,0,1,0,1,1,0,0,1,1,0
58.0,The Persistence of Memory,-0.15796957432866957,Like I am melting.,0.9213874634329337,-0.3213918463765434,-1.3692990312870437,1.8094174552553168,0.8618856092085105,0.4551077798918739,-0.07957302079437072,"Bedroom,Bathroom,Office,Living room,Dining room","Family members,By yourself",Fall,"cheese, maybe in a cheese board",a semi-constant ticking with background nature white noise,1,1,1,1,1,1,0,1,0,0,1,0,0,0
58.0,The Starry Night,-0.6304019461527285,Melancholic.,0.9213874634329337,-1.0915844496574743,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07951746628148036,"Bedroom,Living room","Friends,By yourself",Winter,Soup,"Mozart/classical music, orchestra",0,1,0,1,0,1,0,0,1,0,0,0,0,1
58.0,The Water Lily Pond,-1.5752666898008465,serene,-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07959153896533416,"Bedroom,Office,Living room","Family members,By yourself",Spring,Lotus Root Soup,nature sounds. maybe a canoe paddle splashing.,0,1,0,1,1,1,0,1,0,0,0,1,0,0
59.0,The Persistence of Memory,0.3144627974953894,"Melancholic, Lonely, Abandoned, Pensiveness",1.6411208603636653,-0.3213918463765434,-1.3692990312870437,1.8094174552553168,0.06911625515928428,0.8287869619109369,-0.07962839012555142,Living room,By yourself,Winter,Shepherd's Pie,"Something out of a Christopher Nolan movie. Long, steady, sombre notes.",0,0,0,1,0,1,0,0,0,0,0,0,0,1
59.0,The Starry Night,1.7317599129675663,"Wonder, Awe, Amazement, Joy",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-0.6659297661653153,-0.07962764939871289,"Living room,Dining room","Friends,Family members","Fall,Winter",Dark Chocolate Truffle,"A piece of music by Tchaikovsky such as Swan Lake or the Nutcracker. Full of wonder, awe, beauty, and emotion.",0,0,1,1,0,0,0,1,1,0,1,0,0,1
59.0,The Water Lily Pond,0.7868951693194484,"Peaceful, Happy, Calm, Tranquility",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.07962820494384179,"Living room,Dining room","Friends,Family members","Spring,Summer",Wedding Cake,"Calming, pretty piano music. Perhaps Debussy or Ravel.",0,0,1,1,0,0,0,1,1,0,0,1,1,0
60.0,The Persistence of Memory,-0.6304019461527285,"This painting confuses me. I don’t usually associate the concept of time with a shoreline, as the two ideas feel quite contrasting. The shoreline suggests something natural and constant, while the clocks are ""droopy"" and create a sense of distortion. ",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.112048637060993,2.843808994331576,3.0708620540253158,-0.07962820494384179,Office,"Strangers,By yourself",Fall,Popeyes ,"The soundtrack will be a slow, love song. Time at the beach alone with another.",0,0,0,0,1,1,0,0,0,1,1,0,0,0
60.0,The Starry Night,0.7868951693194484,"It makes me feel as though time has stopped. Everything seems to be flowing, yet frozen at the same moment, creating a strange mix of movement and stillness.",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,0.4655009321838974,0.08142859787281082,-0.07962672349016471,"Bedroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Winter,blueberry cheesecake swirly design,funky and slow beat music,0,1,1,1,1,1,1,1,1,1,0,0,0,1
60.0,The Water Lily Pond,-2.0476990616249053,"This just makes me feel calm, as with one with nature. ",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07962848271640624,Office,By yourself,"Spring,Summer",watermelon,calm country slow music ,0,0,0,0,1,1,0,0,0,0,0,1,1,0
61.0,The Persistence of Memory,0.3144627974953894,"The painting makes me feel desperate, like I'm running out of time or that everything is on the verge of being lost. It's unsettling and somewhat confusing. There seems to be hope on the horizon but it's far and slipping away.",0.9213874634329337,-1.861777052938405,-2.17455726966882,1.8094174552553168,0.06911625515928428,0.4551077798918739,-0.07944339359762657,"Office,Living room","Friends,By yourself","Fall,Winter",Cold spaghetti.,"Sombre music, slightly fast tempo, a feeling of dread. ",0,0,0,1,1,1,0,0,1,0,1,0,0,1
61.0,The Starry Night,-0.15796957432866957,"Makes me feel wistful, hopeful, nostalgic. It makes me feel cold but comforted.",-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,0.4551077798918739,-0.07944339359762657,"Bedroom,Living room","Friends,Strangers","Summer,Winter",Marshmallows.,"Soft piano, violins, dramatic crescendos. Something calm and meandering.",0,1,0,1,0,0,0,0,1,1,0,0,1,1
61.0,The Water Lily Pond,0.3144627974953894,"The painting makes me feel carefree, safe, and grateful. It feels like there is nothing to worry about, no stress.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.29225058414625227,-0.07962820494384179,"Bedroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",Jasmine tea.,"Acoustic guitar, something happy in a major key.",0,1,1,1,0,1,0,1,1,0,0,1,1,0
62.0,The Persistence of Memory,-1.1028343179767874,"It makes me feel a bit somber, calm, and nostalgic.",0.201654066502202,0.4488007569043874,0.24121744547650806,-0.28268899932765446,0.06911625515928428,0.8287869619109369,-0.07953598445244381,Dining room,By yourself,Fall,Pear,"It would include like an acoustic guitar and a simple, slow, calm melody. Similar to like latin music. ",0,0,1,0,0,1,0,0,0,0,1,0,0,0
62.0,The Starry Night,-0.15796957432866957,This painting makes me feel a bit melancholic and emotinal,0.9213874634329337,-0.3213918463765434,-0.5640407929052679,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07954524353792554,Office,By yourself,Winter,Blueberry pie,It would be a slow song played mostly with a low electro guitar beat and bass.,0,0,0,0,1,1,0,0,0,0,0,0,0,1
62.0,The Water Lily Pond,-1.1028343179767874,"It makes me feel joyful, peaceful, and happy.",-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-1.0396089481843784,-0.07957302079437072,Living room,Friends,Spring,Apple pie,"It woul be an upbeat, happy folk song with flutes in it.",0,0,0,1,0,0,0,0,1,0,0,1,0,0
63.0,The Persistence of Memory,0.3144627974953894,"This painting makes me feel the fluidity of time, which in turn makes me feel a sense of existential dread. Overall, this painting makes me feel somewhat uncomfortable.",0.9213874634329337,-1.0915844496574743,-1.3692990312870437,1.8094174552553168,1.2582702862331236,0.08142859787281082,-0.07962709385358399,"Office,Dining room",By yourself,Fall,"A piece of speck that has been left outside of it's packaging for 2 days, making it more dry.","A piano composition that is very quiet, lowkey and elegant but composed in such a way that it feels uncomfortable and anxious to listen to.",0,0,1,0,1,1,0,0,0,0,1,0,0,0
63.0,The Starry Night,0.7868951693194484,"This painting makes me understand the eccentric side of art. I feel all knowing, connected with the skies and see patterns in the natural world better.",-0.5180793304285297,0.4488007569043874,-1.3692990312870437,1.112048637060993,0.06911625515928428,-0.29225058414625227,-0.07962783458042252,"Bedroom,Living room","Strangers,By yourself",Spring,"A sponge cake covered with subtle and not too sweet white frosting, topped with canned peaches, blue berries, kiwi, and a singular maraschino cherry.","A church organ that is very loud, unstable, and changes notes very frequently.",0,1,0,1,0,1,0,0,0,1,0,1,0,0
63.0,The Water Lily Pond,0.3144627974953894,"This painting makes me feel calm, tranquil, at peace and free of worries. I do not feel any pressure and I see life as a beautiful, yet calm, symphony of nature.",0.9213874634329337,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.8618856092085105,-0.29225058414625227,-0.07962487167306836,"Bedroom,Bathroom","Strangers,By yourself",Summer,"A simple German strudel with powdered sugar and whipped cream, served with strawberries and blueberries. ","A singular violin track that is very calm, has deep and not sharp notes, and perfect for listening to for falling asleep and studying.",1,1,0,0,0,1,0,0,0,1,0,0,1,0
64.0,The Persistence of Memory,-0.6304019461527285,I feel the painting illustrates the passage of time and the inevitable change it brings. This is demonstrated with the clocks melting overtime.,1.6411208603636653,-1.0915844496574743,-1.3692990312870437,1.112048637060993,-0.32726842186532884,0.8287869619109369,-0.07962487167306836,Bedroom,"Family members,By yourself",Fall,Chocolate,"The sound track would have violin and piano, with long notes that fade out.",0,1,0,0,0,1,0,1,0,0,1,0,0,0
64.0,The Starry Night,-0.15796957432866957,"It makes me feel somber and calm, with nostalgia.",1.6411208603636653,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,0.08142859787281082,-0.07961931622177934,"Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers","Spring,Winter",A warm bowl of potato soup.,"It would have a slow melody, with flutes, piano, and string instruments.",0,0,1,1,1,0,1,1,1,1,0,1,0,1
64.0,The Water Lily Pond,-1.5752666898008465,It doesn't really make me feel anything. It is like a normal view.,0.201654066502202,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.07962672349016471,"Office,Living room","Coworkers/Classmates,Strangers","Spring,Summer","A salad with lettuce, tomatoes, and other greens.",It would be an upbeat with vocals and casual tones.,0,0,0,1,1,0,1,0,0,1,0,1,1,0
65.0,The Persistence of Memory,-1.1028343179767874,"This painting made me feel unrealistic, a little bit of conflict between chaos and peace.",-0.5180793304285297,-1.0915844496574743,-0.5640407929052679,-0.28268899932765446,0.4655009321838974,0.08142859787281082,-0.07962839012555142,"Bedroom,Living room","Strangers,By yourself",Fall,A desert made of drinks like cocktail.,clock ticking with a little breeze in the background.,0,1,0,1,0,1,0,0,0,1,1,0,0,0
65.0,The Starry Night,0.3144627974953894,Feel dreamy.,-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.9800578175219782,0.06911625515928428,0.08142859787281082,-0.07944339359762657,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,A cocktail,Summer night with bugs and birds making noise.,1,1,1,1,1,1,1,1,1,1,0,0,1,0
65.0,The Water Lily Pond,0.7868951693194484,Warm Intense and optimistic.,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-0.6659297661653153,-0.07961931622177934,"Bedroom,Office,Living room","Friends,Family members,By yourself",Spring,Fried Broccoli,"Birds, kids, butterflies sound.",0,1,0,1,1,1,0,1,1,0,0,1,0,0
66.0,The Persistence of Memory,-1.5752666898008465,"It is odd, I feel like it is a sad picture, but I cannot understand what happened in the picture, or what the message artist would like to tell us.",0.9213874634329337,-1.861777052938405,-1.3692990312870437,1.112048637060993,3.240193671356189,0.8287869619109369,-0.07962857530726106,Bathroom,By yourself,Winter,shawarma,"The music ""Memories"", in the movie Top Gun (1986), when Goose dies.

It is not very sad, but a bit sad desolate, and the picture and the music makes me reflect on memories, and regret on past things,  that you can't go back.",1,0,0,0,0,1,0,0,0,0,0,0,0,1
66.0,The Starry Night,-1.1028343179767874,"It makes me feel it is a clear night sky, and it makes me feel comfortable sleeping on my bed when looking at the sky",-1.2378127273592614,0.4488007569043874,1.046475683858284,-0.9800578175219782,-0.32726842186532884,0.4551077798918739,-0.07962764939871289,"Bedroom,Living room","Friends,Family members","Spring,Summer,Winter",Sushi,"A music for ballroom dance, elegant, but not a romantic one.",0,1,0,1,0,0,0,1,1,0,0,1,1,1
66.0,The Water Lily Pond,-0.15796957432866957,"Feel I am having a leisure walk in the park, calm",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,-0.7236530988899419,-1.0396089481843784,-0.07962764939871289,"Bedroom,Living room,Dining room","Family members,Coworkers/Classmates",Spring,Caesar Salad,"light music, calm, bright, not deep, not bass",0,1,1,1,0,0,1,1,0,0,0,1,0,0
67.0,The Persistence of Memory,0.7868951693194484,It provokes a daunting feeling in me. The unchanged solid landscape is juxtaposed with the melting clocks. Almost like that time is moving so fast it has melted but nothing has really changed. It reminds me of my own mortality and that the natural world does not care about our measures of time. Once our time is up the world does not relent.,1.6411208603636653,-1.861777052938405,-0.5640407929052679,1.112048637060993,-0.32726842186532884,0.8287869619109369,-0.07961931622177934,Living room,"Friends,By yourself",Fall,beef wellington,"A slow strumming of guitar. The vocalist, if there is one, has a mournful tone to their lyrics. The distant playing of drums. And at the end all the instruments start to fade.",0,0,0,1,0,1,0,0,1,0,1,0,0,0
67.0,The Starry Night,0.3144627974953894,A longing for something. A yearning for change. Seeing the beauty in something no one else can see.,-0.5180793304285297,0.4488007569043874,-1.3692990312870437,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07962209394742385,"Bedroom,Office,Dining room","Family members,By yourself",Summer,rare steak ,"cool jazz or dark jazz. something mysterious mystical, lovecraftian.",0,1,1,0,1,1,0,1,0,0,0,0,1,0
67.0,The Water Lily Pond,1.2593275411435074,real happy and serene. I feel like I can smell the fresh flowers. ,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.06911625515928428,0.08142859787281082,-0.07962209394742385,"Bedroom,Bathroom,Office","Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Spring,a nice fresh salad paired with rose wine.,a love song. Very upbeat and the lyrics are sweet and cute. ,1,1,0,0,1,1,1,1,1,1,0,1,0,0
68.0,The Persistence of Memory,0.7868951693194484,It makes me feel lonely and sad.,0.9213874634329337,-1.861777052938405,-0.5640407929052679,1.112048637060993,0.4655009321838974,1.20246614393,-0.07959153896533416,Office,By yourself,Fall,Pizza,sad and dreary,0,0,0,0,1,1,0,0,0,0,1,0,0,0
68.0,The Starry Night,1.7317599129675663,Impressive,-0.5180793304285297,-0.3213918463765434,0.24121744547650806,0.41467981886666927,-0.32726842186532884,0.08142859787281082,-0.07777675821091616,Living room,"Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Sushi,Magical,0,0,0,1,0,1,1,1,1,1,0,0,1,0
68.0,The Water Lily Pond,-0.15796957432866957,Comfortable,-1.2378127273592614,0.4488007569043874,0.24121744547650806,-0.9800578175219782,-0.32726842186532884,-0.29225058414625227,-0.07961005713629761,"Bedroom,Bathroom,Living room","Friends,Family members",Summer,Osmanthus sugar lotus root,Joyful,1,1,0,1,0,0,0,1,1,0,0,0,1,0
69.0,The Persistence of Memory,0.7868951693194484,"The painting makes me feel that time is fading, and there's no hope left for the living species on earth since the horse (is it?) is almost dying. The clock, lying like a lump of mud on the table and hanging on a tree branch like a bathrobe, makes me feel that time already lost its meaning in this space. The empty space and dark colors made me feel oppressed. At the same time, the messy lines made me feel disordered.",1.6411208603636653,-1.0915844496574743,-1.3692990312870437,1.8094174552553168,0.06911625515928428,0.08142859787281082,0.03148045047343305,Living room,Friends,Fall,Crab.,"An indescribable sound of wind, accompanied by drumbeats without a fixed pattern. The deep sound of the piano is mixed with the faint sound of the violin.",0,0,0,1,0,0,0,0,1,0,1,0,0,0
69.0,The Starry Night,1.7317599129675663,"I felt a nauseous sensation, like after motion sickness, accompanied by a dizziness from seeing light and shadow. However, the contrast of colors gave me a sense of peace.",0.201654066502202,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.7236530988899419,0.4551077798918739,0.10555313432722913,Office,"Friends,Family members,Coworkers/Classmates,Strangers,By yourself",Summer,Spring roll.,The melodious sound of the accordion mingled with the bass of the clarinet. The sound of the trombone grew louder as it approached.,0,0,0,0,1,1,1,1,1,1,0,0,1,0
69.0,The Water Lily Pond,-1.5752666898008465,He made me feel relaxed and calm. I felt my anxiety disappear.,-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.4655009321838974,-0.6659297661653153,1.03146168249968,"Bedroom,Living room,Dining room","Friends,Family members,By yourself",Spring,Poke.,"Melodious sound from violine, accomanied by piano, with a little percenatege of chello. ",0,1,1,1,0,1,0,1,1,0,0,1,0,0
70.0,The Persistence of Memory,0.7868951693194484,"This picture makes me feel uneasy but also reflective. The melting clocks make time feel strange and unreliable, and the empty landscape feels sad and lonely. It's like telling us to beware that time is always ticking.",1.6411208603636653,-1.0915844496574743,-1.3692990312870437,1.8094174552553168,0.8618856092085105,0.8287869619109369,-0.07962848271640624,Bathroom,"Friends,Coworkers/Classmates,By yourself",Fall,Fried rice,"I imagine slow, echoing sounds with stretched notes and long pauses. The music would feel mellow and slightly unsettling, as if time is moving oddly and everything is suspended.",1,0,0,0,0,1,1,0,1,0,1,0,0,0
70.0,The Starry Night,0.3144627974953894,"It gives me mixed feelings because it’s really beautiful, with bright colors and the spiral, but at the same time it feels a bit confusing and overwhelming. The swirling shapes make everything feel restless, like there’s a lot of emotion happening at once, which makes it interesting but also slightly disturbing.",0.201654066502202,-0.3213918463765434,-1.3692990312870437,1.112048637060993,0.06911625515928428,-0.29225058414625227,-0.07962839012555142,"Bedroom,Living room","Friends,Family members","Summer,Winter",blueberry cheesecake,"music that feels flowy and emotional, with a sudden build up and then calm down. It would feel dramatic but also kind of peaceful at times.",0,1,0,1,0,0,0,1,1,0,0,0,1,1
70.0,The Water Lily Pond,-0.6304019461527285,"This painting makes me feel calm and relaxed. The soft colors and gentle reflections feel peaceful, like a quiet moment where everything slows down. It gives a soothing, comforting feeling and makes me want to just pause and enjoy the stillness.",-1.2378127273592614,1.2189933601853182,1.046475683858284,-0.9800578175219782,0.8618856092085105,-0.6659297661653153,-0.07962820494384179,"Bedroom,Bathroom,Office,Living room,Dining room","Friends,Family members,Coworkers/Classmates,By yourself","Spring,Summer",Vanilla and Strawberry ice cream,"it starts with a bird chirping sounds and then continue with a soft, slow music with gentle, flowing sounds that repeat calmly. It would feel peaceful and soothing, with a steady rhythm that helps you relax and breathe, like everything is moving quietly and smoothly.",1,1,1,1,1,1,1,1,1,0,0,1,1,0
71.0,The Persistence of Memory,-0.15796957432866957,eerie,0.9213874634329337,-1.0915844496574743,-0.5640407929052679,1.8094174552553168,0.06911625515928428,0.8287869619109369,-0.07962839012555142,"Office,Living room",By yourself,Summer,octopus,"slow, soft, sombre style",0,0,0,1,1,1,0,0,0,0,0,0,1,0
71.0,The Starry Night,1.2593275411435074,Mystical,-1.2378127273592614,-0.3213918463765434,1.046475683858284,-0.28268899932765446,-0.32726842186532884,-0.6659297661653153,-0.07962820494384179,"Bedroom,Living room,Dining room","Family members,Strangers,By yourself",Winter,sushi,slow and calm.,0,1,1,1,0,1,0,1,0,1,0,0,0,1
71.0,The Water Lily Pond,-1.5752666898008465,"Content, comfortable.",-1.2378127273592614,1.2189933601853182,-0.5640407929052679,-0.28268899932765446,-1.120037775914555,-1.0396089481843784,-0.07962820494384179,"Bedroom,Living room,Dining room","Friends,Family members",Spring,tiramisu,"fast, but soft. ",0,1,1,1,0,0,0,1,1,0,0,1,0,0
72.0,The Persistence of Memory,0.7868951693194484,This painting makes me feel calm.,-0.5180793304285297,0.4488007569043874,1.046475683858284,-0.28268899932765446,0.06911625515928428,0.4551077798918739,-0.07961005713629761,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",a pizza,A calm sountrack with a relaxing and laze inducing melody ,1,1,1,1,0,1,0,1,1,0,0,1,1,0
72.0,The Starry Night,1.2593275411435074,Mesmorized and in awe. Also calm.,-0.5180793304285297,0.4488007569043874,0.24121744547650806,-0.28268899932765446,-0.32726842186532884,-0.29225058414625227,-0.07959153896533416,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",A smoothie bowl.,The soundtrack would be mesmorizing with a piano melody.,1,1,1,1,0,1,0,1,1,0,0,1,1,0
72.0,The Water Lily Pond,-0.6304019461527285,"Happy, relaxed, and pleased.",-1.2378127273592614,1.2189933601853182,0.24121744547650806,-0.9800578175219782,-1.120037775914555,-0.6659297661653153,-0.07959153896533416,"Bedroom,Bathroom,Living room,Dining room","Friends,Family members,By yourself","Spring,Summer",Salad,A happy and relaxing melody with nature sounds.,1,1,1,1,0,1,0,1,1,0,0,1,1,0
